name,latitude,longitude
Gunwharf Road-Portsmouth-PO1 3TZ,50.7965494,-1.1060327
23 Bignells Corner-Potters Bar-EN6 3QQ,51.68748152,-0.22187202
Shinfield Road-Reading-RG2 8HA,51.42759522,-0.94601901
j11/12 M4-Reading-RG30 3UQ,51.4239,-1.03687
39 Broad Street-Reading-RG1 2AQ,51.4536,-0.9718
Ground Floor-Station Approach Station Road Thames Tower-Reading-Reading-RG1 1LX,51.4581,-0.9727
1 Bell Street-Reigate-RH2 7AA,51.23770299,-0.20552719
37 Lower George Street-Richmond-TW9 1HY,51.4608931,-0.3035163
Unit B.9-The Liberty Shopping centre Romford-Romford-RM1 3RJ,51.5774161366792,0.18301417274721
465 Victoria Road-Ruislip-HA4 0EQ,51.55913671,-0.39758872
Orange-Salford-M50 2HE,53.47291912,-2.29678307
31 New Canal-Salisbury-Salisbury-SP1 2AA,51.0686885658583,-1.79544442328
Meadowhall Way-Sheffield-S9 1EH,53.4145155,-1.4115792
Unit C02-35 Cambridge St Sheffield City Centre-Sheffield-Sheffield-S1 4HN,53.379372,-1.47203
2-3 Pride Hill-Shrewsbury-SY1 1DB,52.70832025,-2.75432748
Unit 29a High Street-Solihull-B91 3TA,52.41283856,-1.77795066
Farm Rd-Somerset-BA16 0BB,51.12916183,-2.74007146
112 Burgess Road-Southampton-SO17 1TW,50.9377295,-1.3974389
25-27 Saint Peter's Street-St Albans-AL1 3DP,51.75316,-0.33815
107-109 Market Street-St Andrews-St Andrews-KY16 9NX,56.34069726377303,-2.7966551153403927
St Clears Roundabout-Tenby Road-St Clears-St Clears-SA33 4JW,51.81773310968125,-4.505122814626002
Terminal Rd N-Stansted-CM24 1RW,51.8899565,0.2607307
Bassingbourn Road-Stansted-CM24 8QW,51.89002037,0.26180408
Henley Street-Stratford-Upon-Avon-CV37 6EY,52.19308263,-1.70782348
High Street-Surrey-KT11 3EE,51.32821611,-0.4107751
Toddington Bedfordshire m1 jct 11/12-Toddington-LU5 6HR,51.94769,-0.50387
121-123 Mount Pleasant Road-Tunbridge Wells-TN1 1QR,51.13427295,0.26351717
21 King Street-Twickenham-TW1 3SD,51.4457707,-0.3287572
Grainge's Yard-Uxbridge-UB8 1LN,51.54606967,-0.48089291
Welcome Break Warwick South-Warwick-CV35 0AA,52.21943208,-1.50266772000067
1 The Parade-Watford-WD17 1LQ,51.6568656,-0.3979479
13 Oxford Road-West Berkshire-RG13 9XX,51.44917,-1.31106
A1m A1M-Wetherby-LS22 5GT,53.94673899,-1.36859577
9 High Street-Weybridge-KT13 8ED,51.3726,-0.4579
25 High Street-Winchester-SO23 9BL,51.06229015525529,-1.3134128464691732
52 King Edward St-Windsor-Slough-Windsor-SL4 1TG,51.4827197068118,-0.610546361375997
Wolsey Walk-Woking-GU21 2XX,51.3196964,-0.5587138
21-23 Montague Street-Worthing-BN11 3HA,50.81046407,-0.37051
Mossy Lea Road-Wrightington-WN6 9RB,53.5926448,-2.6948141
Saint Nicholas Avenue-York-YO19 4TA,53.9222232,-1.077677
33 Parliament Street-York-YO1 8RU,53.9591926,-1.0811166
Station Road-York-YO24 1AB,53.95832938,-1.09317067
